20,0,10, 41.23105625617661
20,0,11, 40.26164427839479
20,0,12, 39.293765408777
20,0,13, 38.3275357934736
20,0,14, 37.36308338453881
20,0,15, 36.40054944640259
20,0,16, 35.4400902933387
20,0,17, 34.48187929913333
20,0,18, 33.52610922848042
20,0,19, 32.57299494980466
20,0,20, 31.622776601683793
20,0,21, 30.675723300355934
20,0,22, 29.732137494637012
20,0,23, 28.792360097775937
20,0,24, 27.85677655436824
20,0,25, 26.92582403567252
20,0,26, 26.0
20,0,27, 25.079872407968907
20,0,28, 24.166091947189145
20,0,29, 23.259406699226016
20,0,30, 22.360679774997898
20,0,31, 21.470910553583888
20,0,32, 20.591260281974
20,0,33, 19.72308292331602
20,0,34, 18.867962264113206
20,0,35, 18.027756377319946
20,0,36, 17.204650534085253
20,0,37, 16.401219466856727
20,0,38, 15.620499351813308
20,0,39, 14.866068747318506
20,0,40, 14.142135623730951
20,0,41, 13.45362404707371
20,0,42, 12.806248474865697
20,0,43, 12.206555615733702
20,0,44, 11.661903789690601
20,0,45, 11.180339887498949
20,0,46, 10.770329614269007
20,0,47, 10.44030650891055
20,0,48, 10.198039027185569
20,0,49, 10.04987562112089
20,0,50, 10.0
20,0,51, 10.04987562112089
20,0,52, 10.198039027185569
20,0,53, 10.44030650891055
20,0,54, 10.770329614269007
20,0,55, 11.180339887498949
20,0,56, 11.661903789690601
20,0,57, 12.206555615733702
20,0,58, 12.806248474865697
20,0,59, 13.45362404707371
20,0,60, 14.142135623730951
20,0,61, 14.866068747318506
20,0,62, 15.620499351813308
20,0,63, 16.401219466856727
20,0,64, 17.204650534085253
20,0,65, 18.027756377319946
20,0,66, 18.867962264113206
20,0,67, 19.72308292331602
20,0,68, 20.591260281974
20,0,69, 21.470910553583888
20,0,70, 22.360679774997898
20,0,71, 23.259406699226016
20,0,72, 24.166091947189145
20,0,73, 25.079872407968907
20,0,74, 26.0
20,0,75, 26.92582403567252
20,0,76, 27.85677655436824
20,0,77, 28.792360097775937
20,0,78, 29.732137494637012
20,0,79, 30.675723300355934
20,0,80, 31.622776601683793
21,0,10, 41.0
21,0,80, 31.32091952673165
22,0,10, 40.792156108742276
22,0,80, 31.04834939252005
23,0,10, 40.607881008493905
23,0,80, 30.805843601498726
24,0,10, 40.44749683231337
24,0,80, 30.59411708155671
25,0,10, 40.311288741492746
25,0,80, 30.4138126514911
26,0,10, 40.19950248448356
26,0,80, 30.265491900843113
27,0,10, 40.11234224026316
27,0,80, 30.14962686336267
28,0,10, 40.049968789001575
28,0,80, 30.066592756745816
29,0,10, 40.01249804748511
29,0,80, 30.01666203960727
30,0,10, 40.0
30,0,80, 30.0
31,0,10, 40.01249804748511
31,0,80, 30.01666203960727
32,0,10, 40.049968789001575
32,0,80, 30.066592756745816
33,0,10, 40.11234224026316
33,0,80, 30.14962686336267
34,0,10, 40.19950248448356
34,0,80, 30.265491900843113
35,0,10, 40.311288741492746
35,0,80, 30.4138126514911
36,0,10, 40.44749683231337
36,0,80, 30.59411708155671
37,0,10, 40.607881008493905
37,0,80, 30.805843601498726
38,0,10, 40.792156108742276
38,0,80, 31.04834939252005
39,0,10, 41.0
39,0,80, 31.32091952673165
40,0,10, 41.23105625617661
40,0,80, 31.622776601683793
41,0,10, 41.48493702538308
41,0,80, 31.953090617340916
42,0,10, 41.7612260356422
42,0,80, 32.31098884280702
43,0,10, 42.05948168962618
43,0,80, 32.69556544854363
44,0,10, 42.37924020083418
44,0,80, 33.1058907144937
45,0,10, 42.720018726587654
45,0,80, 33.54101966249684
46,0,10, 43.08131845707603
46,0,80, 34.0
47,0,10, 43.46262762420146
47,0,80, 34.48187929913333
48,0,10, 43.86342439892262
48,0,80, 34.9857113690718
49,0,10, 44.28317965096906
49,0,80, 35.510561809129406
50,0,10, 44.721359549995796
50,0,80, 36.05551275463989
51,0,10, 45.17742799230607
51,0,80, 36.61966684720111
52,0,10, 45.65084884205331
52,0,80, 37.20215047547655
53,0,10, 46.14108798023731
53,0,80, 37.8021163428716
54,0,10, 46.647615158762406
54,0,80, 38.41874542459709
55,0,10, 47.16990566028302
55,0,80, 39.05124837953327
56,0,10, 47.70744176750625
56,0,80, 39.698866482558415
57,0,10, 48.25971404805462
57,0,80, 40.36087214122113
58,0,10, 48.82622246293481
58,0,80, 41.036569057366385
59,0,10, 49.4064773081425
59,0,80, 41.72529209005013
60,0,10, 50.0
60,0,11, 49.20365840057018
60,0,12, 48.41487374764082
60,0,13, 47.634021455258214
60,0,14, 46.861498055439924
60,0,15, 46.09772228646444
60,0,16, 45.34313619501854
60,0,17, 44.598206241955516
60,0,18, 43.86342439892262
60,0,19, 43.139309220245984
60,0,20, 42.42640687119285
60,0,21, 41.72529209005013
60,0,22, 41.036569057366385
60,0,23, 40.36087214122113
60,0,24, 39.698866482558415
60,0,25, 39.05124837953327
60,0,26, 38.41874542459709
60,0,27, 37.8021163428716
60,0,28, 37.20215047547655
60,0,29, 36.61966684720111
60,0,30, 36.05551275463989
60,0,31, 35.510561809129406
60,0,32, 34.9857113690718
60,0,33, 34.48187929913333
60,0,34, 34.0
60,0,35, 33.54101966249684
60,0,36, 33.1058907144937
60,0,37, 32.69556544854363
60,0,38, 32.31098884280702
60,0,39, 31.953090617340916
60,0,40, 31.622776601683793
60,0,41, 31.32091952673165
60,0,42, 31.04834939252005
60,0,43, 30.805843601498726
60,0,44, 30.59411708155671
60,0,45, 30.4138126514911
60,0,46, 30.265491900843113
60,0,47, 30.14962686336267
60,0,48, 30.066592756745816
60,0,49, 30.01666203960727
60,0,80, 42.42640687119285
61,0,10, 50.60632371551998
61,0,80, 43.139309220245984
62,0,10, 51.22499389946279
62,0,80, 43.86342439892262
63,0,10, 51.85556864985669
63,0,80, 44.598206241955516
64,0,10, 52.49761899362675
64,0,80, 45.34313619501854
65,0,10, 53.150729063673246
65,0,80, 46.09772228646444
66,0,10, 53.81449618829484
66,0,80, 46.861498055439924
67,0,10, 54.48853090330111
67,0,80, 47.634021455258214
68,0,10, 55.17245689653489
68,0,80, 48.41487374764082
69,0,10, 55.86591089385369
69,0,80, 49.20365840057018
70,0,10, 56.568542494923804
70,0,80, 50.0
70,0,81, 50.60632371551998
70,0,82, 51.22499389946279
70,0,83, 51.85556864985669
70,0,84, 52.49761899362675
70,0,85, 53.150729063673246
70,0,86, 53.81449618829484
70,0,87, 54.48853090330111
70,0,88, 55.17245689653489
70,0,89, 55.86591089385369
70,0,90, 56.568542494923804
70,0,91, 57.28001396647874
70,0,92, 58.0
70,0,93, 58.728187440104094
70,0,94, 59.464274989274024
70,0,95, 60.207972893961475
